Date,Time,Location,Sub-location,Source,Notes
2021-05-14,1835h - 2145h,Jem (50 Jurong Gateway Road) ,Ichiban Boshi,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1310h - 1350h,United Square Shopping Mall(101 Thomson Road) ,Food Junction,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-14,1340h - 1430h,Marsiling Community Club (100 Admiralty Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1235h - 1410h,Jem (50 Jurong Gateway Road),"Din Tai Fung, Uniqlo",https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-14,1750h - 1915h,D’Arena Country Club (511 Upper Jurong Road),Smash Arena,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-14,1500h - 1600h,Paya Lebar Square (60 Paya Lebar Road) ,Ramen Keisuke Tonkatsu King Niku King,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1355h - 1455h,Westgate (3 Gateway Drive) ,Pandora,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-14,1900h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1250h - 1350h,Wanyoo Cybercafe (Beauty World) (2 Cheong Chin Nam Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1600h - 1635h,West Mall (1 Bukit Batok Central Link),Ec House All Range Cuts,https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-14,1805h - 1835h,Junction 10 (1 Woodlands Road) ,Sheng Siong Supermarket,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1230h - 1600h,Jurong Point (1 Jurong West Central 2),Seoul Garden,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,2130h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,2205h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,2045h - 0030h,Toa Payoh Mall (177 Toa Payoh Central) ,Nagara Thai,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1930h - 2030h,S-11 Taman Jurong Food House (101 Yung Sheng Road),,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-14,1030h - 1700h,Toast & Curry (43 Siloso Beach Walk),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1030h - 1700h,Coronation Shopping Plaza (587 Bukit Timah Road),The Goodburger Food Truck,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,0900h - 1000h,Shunfu Mart Food Centre (320 Shunfu Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,2115h - 2340h,Bbq Box @ Bukit Timah (22 Cheong Chin Nam Road),,https://www.channelnewsasia.com/news/singapore/covid-19-locations-may-26-mcdonalds-woodlands-poke-theory-novena-14889532,Added/ Updated on 2021-05-27
2021-05-14,0810h - 0910h,Marsiling Mrt Station (71 Woodlands Avenue 3) ,Ntuc Fairprice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1115h - 1200h,Fairprice Hub (1 Joo Koon Circle),Decathlon Joo Koon,https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-14,1955h - 2130h,Jem (50 Jurong Gateway Road),Seorae Korean Charcoal Bbq,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,1130h - 1230h,West Mall (1 Bukit Batok Central Link) ,Simpson Tcm Clinic,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-14,1200h - 1300h,Singapore Polytechnic (500 Dover Road) ,Food Court 3,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-14,2220h - 2305h,Sengkang Sports Complex (57 Anchorvale Road),Mcdonald’S,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-14,0030h - 0200h,Rochor Beancurd House (745 Geylang Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-14,2250h - 2320h,Ntuc Fairprice (345 Jurong East Street 31),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,2030h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,0910h - 1545h,Burger King (11 Bedok North Street 1),,https://www.channelnewsasia.com/news/singapore/covid-19-locations-visited-may-21-far-east-plaza-14859090,Added/ Updated on 2021-05-22
2021-05-13,1100h - 1600h,Westgate (3 Gateway Drive) ,Pizza Hut,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-13,1400h - 1500h,Hdb Hub (480 Lorong 6 Toa Payoh) ,Bowl & Bowl,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-13,1600h - 1640h,Peninsula Plaza (111 North Bridge Road),,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-13,0845h - 0915h,Bukit Batok Blk 371 Coffeeshop (371 Bukit Batok Street 31),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,0900h - 0930h,Thomson Plaza (301 Upper Thomson Road) ,Koufu,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1545h - 1845h,Chong Yee Temple (72 Sengkang West Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1305h - 1405h,Woods Square (6 Woodlands Square),Saizeriya,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-13,1045h - 1120h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-13,2230h - 0730h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1000h - 1030h,Thomson Plaza (301 Upper Thomson Road) ,Fairprice Finest,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1345h - 1445h,Jem (50 Jurong Gateway Road) ,Cookhouse By Koufu,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1420h - 1500h,Sun Plaza (30 Sembawang Drive) ,Dunkin’ Donuts,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-13,1520h - 1600h,Westgate (3 Gateway Drive),Harvey Norman,https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-13,1155h - 1225h,The Shoppes At Marina Bay Sands (10 Bayfront Avenue) ,Zara,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1815h - 0600h,Sheng Shiong Supermarket (440 Bukit Batok West Avenue 8),,https://www.todayonline.com/singapore/westgate-lucky-plaza-and-mustafa-centre-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-28
2021-05-13,1000h - 1400h,The Seletar Mall (33 Sengkang West Avenue),,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-13,2030h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1900h - 2000h,Shu Vegetarian (259 Jalan Kayu),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,2005h - 2055h,Jem (50 Jurong Gateway Road) ,Xw Western Grill,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23
2021-05-13,1825h - 2030h,Wood Square (6 Woodlands Square) ,Sanook Kitchen,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1230h - 1600h,Marina Bay Sands (10 Bayfront Avenue) ,Lavo Italian Restaurant And Rooftop Bar,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1850h - 1945h,Our Tampines Hub (1 Tampines Walk) ,Timezone,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-13,1700h - 1740h,Millenia Walk (9 Raffles Boulevard) ,Meidi-Ya Supermarket,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,0800h - 2200h,Westgate (3 Gateway Drive),,https://www.todayonline.com/singapore/westgate-lucky-plaza-and-mustafa-centre-among-places-visited-covid-19-cases-while,"Added/ Updated on 2021-05-28, Date is till 21 May"
2021-05-13,2140h - 2220h,Ntuc Fairprice (152B Serangoon North Avenue 1),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1620h - 2000h,Jem (50 Jurong Gateway Road),"Ikea Jurong, H&M, Cotton On Kids, Pizzakaya",https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-13,1000h - 2030h,Toast & Curry (43 Siloso Beach Walk),,https://www.todayonline.com/singapore/westgate-lucky-plaza-and-mustafa-centre-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-28
2021-05-13,1710h - 1830h,Causeway Point (1 Woodlands Square),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1830h - 1930h,Suntec City (3 Temasek Boulevard) ,Una Una,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1620h - 1715h,U Stars Supermarket (829 Tampines Street 81),,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25
2021-05-13,1725h - 1825h,Causeway Point (1 Woodlands Square) ,Metro Department Store,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1325h - 1400h,Ion Orchard (2 Orchard Turn) ,Steinway & Sons,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,0820h - 0920h,Jem (50 Jurong Gateway Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1930h - 2000h,Suntec City (3 Temasek Boulevard) ,Yenly Yours Desserts,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,1830h - 1930h,G7 Sin Ma Live Bull Frog Claypot Porridge (5 Cheong Chin Nam Road),,https://www.channelnewsasia.com/news/singapore/covid-19-locations-may-26-mcdonalds-woodlands-poke-theory-novena-14889532,Added/ Updated on 2021-05-27
2021-05-13,1940h - 2040h,Bukit Timah Plaza (1 Jalan Anak Bukit),Ntuc Fairprice Finest,https://www.channelnewsasia.com/news/singapore/covid-19-locations-may-26-mcdonalds-woodlands-poke-theory-novena-14889532,Added/ Updated on 2021-05-27
2021-05-13,0825h - 0900h,United Square Shopping Mall (101 Thomson Road),Ya Kun Kaya Toast,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-13,1325h - 1355h,Jem (50 Jurong Gateway Road),,https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,Added/ Updated on 2021-05-24
2021-05-13,1115h - 1150h,Selera Restaurant (15 Mackenzie Road),,https://www.todayonline.com/singapore/westgate-lucky-plaza-and-mustafa-centre-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-28
2021-05-13,1230h - 1330h,Eunos Food Station (2A Eunos Crescent),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-13,0830h - 0900h,Jem (50 Jurong Gateway Road) ,Toast Box,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1000h - 2030h,Toast & Curry (43 Siloso Beach Walk),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,2000h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1300h - 2000h,Westgate (3 Gateway Drive) ,Star Arts,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1815h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1340h - 1430h,Hillion Mall (17 Petir Road),Sushi Express,https://www.channelnewsasia.com/news/singapore/covid-19-locations-may-26-mcdonalds-woodlands-poke-theory-novena-14889532,Added/ Updated on 2021-05-27
2021-05-12,1010h - 1045h,Funan (107 North Bridge Road) ,Kopitech,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1145h - 1215h,Changi City Point (5 Changi Business Park Central 1),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1010h - 1050h,Giant (376 Bukit Batok Street 31),,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21
2021-05-12,1420h - 1515h,Market Square @ Downtown East (1 Pasir Ris Close) ,Mr Chicken Rice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1405h - 1505h,Wanyoo Cybercafe (Beauty World) (2 Cheong Chin Nam Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1820h - 1930h,Keat Hong Community Club (2 Choa Chu Kang Loop) ,Superbowl Keat Hong,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
2021-05-12,1305h - 1405h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20
